psgc_code,location,region,province,geographic_level
0102823000,Vintar,Region I (Ilocos Region),Ilocos Norte,Mun
0102901000,Alilem,Region I (Ilocos Region),Ilocos Sur,Mun
0102902000,Banayoyo,Region I (Ilocos Region),Ilocos Sur,Mun
0102903000,Bantay,Region I (Ilocos Region),Ilocos Sur,Mun
0102904000,Burgos,Region I (Ilocos Region),Ilocos Sur,Mun
0102905000,Cabugao,Region I (Ilocos Region),Ilocos Sur,Mun
0102906000,City of Candon,Region I (Ilocos Region),Ilocos Sur,City
0102907000,Caoayan,Region I (Ilocos Region),Ilocos Sur,Mun
0102908000,Cervantes,Region I (Ilocos Region),Ilocos Sur,Mun
0102909000,Galimuyod,Region I (Ilocos Region),Ilocos Sur,Mun
0102910000,Gregorio del Pilar,Region I (Ilocos Region),Ilocos Sur,Mun
0102911000,Lidlidda,Region I (Ilocos Region),Ilocos Sur,Mun
0102912000,Magsingal,Region I (Ilocos Region),Ilocos Sur,Mun
0102913000,Nagbukel,Region I (Ilocos Region),Ilocos Sur,Mun
0102914000,Narvacan,Region I (Ilocos Region),Ilocos Sur,Mun
0102915000,Quirino,Region I (Ilocos Region),Ilocos Sur,Mun
0102916000,Salcedo,Region I (Ilocos Region),Ilocos Sur,Mun
0102917000,San Emilio,Region I (Ilocos Region),Ilocos Sur,Mun
0102918000,San Esteban,Region I (Ilocos Region),Ilocos Sur,Mun
0102919000,San Ildefonso,Region I (Ilocos Region),Ilocos Sur,Mun
0102920000,San Juan,Region I (Ilocos Region),Ilocos Sur,Mun
0102921000,San Vicente,Region I (Ilocos Region),Ilocos Sur,Mun
0102922000,Santa,Region I (Ilocos Region),Ilocos Sur,Mun
0102923000,Santa Catalina,Region I (Ilocos Region),Ilocos Sur,Mun
0102924000,Santa Cruz,Region I (Ilocos Region),Ilocos Sur,Mun
0102925000,Santa Lucia,Region I (Ilocos Region),Ilocos Sur,Mun
0102926000,Santa Maria,Region I (Ilocos Region),Ilocos Sur,Mun
0102927000,Santiago,Region I (Ilocos Region),Ilocos Sur,Mun
0102928000,Santo Domingo,Region I (Ilocos Region),Ilocos Sur,Mun
0102929000,Sigay,Region I (Ilocos Region),Ilocos Sur,Mun
0102930000,Sinait,Region I (Ilocos Region),Ilocos Sur,Mun
0102931000,Sugpon,Region I (Ilocos Region),Ilocos Sur,Mun
0102932000,Suyo,Region I (Ilocos Region),Ilocos Sur,Mun
0102933000,Tagudin,Region I (Ilocos Region),Ilocos Sur,Mun
0102934000,City of Vigan,Region I (Ilocos Region),Ilocos Sur,City
0103301000,Agoo,Region I (Ilocos Region),La Union,Mun
0103302000,Aringay,Region I (Ilocos Region),La Union,Mun
0103303000,Bacnotan,Region I (Ilocos Region),La Union,Mun
0103304000,Bagulin,Region I (Ilocos Region),La Union,Mun
0103305000,Balaoan,Region I (Ilocos Region),La Union,Mun
0103306000,Bangar,Region I (Ilocos Region),La Union,Mun
0103307000,Bauang,Region I (Ilocos Region),La Union,Mun
0103308000,Burgos,Region I (Ilocos Region),La Union,Mun
0103309000,Caba,Region I (Ilocos Region),La Union,Mun
0103310000,Luna,Region I (Ilocos Region),La Union,Mun
0103311000,Naguilian,Region I (Ilocos Region),La Union,Mun
0103312000,Pugo,Region I (Ilocos Region),La Union,Mun
0103313000,Rosario,Region I (Ilocos Region),La Union,Mun
0103314000,City of San Fernando,Region I (Ilocos Region),La Union,City
0103315000,San Gabriel,Region I (Ilocos Region),La Union,Mun
0103316000,San Juan,Region I (Ilocos Region),La Union,Mun
0103317000,Santo Tomas,Region I (Ilocos Region),La Union,Mun
0103318000,Santol,Region I (Ilocos Region),La Union,Mun
0103319000,Sudipen,Region I (Ilocos Region),La Union,Mun
0103320000,Tubao,Region I (Ilocos Region),La Union,Mun
0105501000,Agno,Region I (Ilocos Region),Pangasinan,Mun
0105502000,Aguilar,Region I (Ilocos Region),Pangasinan,Mun
0105503000,City of Alaminos,Region I (Ilocos Region),Pangasinan,City
0105504000,Alcala,Region I (Ilocos Region),Pangasinan,Mun
0105505000,Anda,Region I (Ilocos Region),Pangasinan,Mun
0105506000,Asingan,Region I (Ilocos Region),Pangasinan,Mun
0105507000,Balungao,Region I (Ilocos Region),Pangasinan,Mun
0105508000,Bani,Region I (Ilocos Region),Pangasinan,Mun
0105509000,Basista,Region I (Ilocos Region),Pangasinan,Mun
0105510000,Bautista,Region I (Ilocos Region),Pangasinan,Mun
0105511000,Bayambang,Region I (Ilocos Region),Pangasinan,Mun
0105512000,Binalonan,Region I (Ilocos Region),Pangasinan,Mun
0105513000,Binmaley,Region I (Ilocos Region),Pangasinan,Mun
0105514000,Bolinao,Region I (Ilocos Region),Pangasinan,Mun
0105515000,Bugallon,Region I (Ilocos Region),Pangasinan,Mun
0105516000,Burgos,Region I (Ilocos Region),Pangasinan,Mun
0105517000,Calasiao,Region I (Ilocos Region),Pangasinan,Mun
0105518000,City of Dagupan,Region I (Ilocos Region),Pangasinan,City
0105519000,Dasol,Region I (Ilocos Region),Pangasinan,Mun
0105520000,Infanta,Region I (Ilocos Region),Pangasinan,Mun
0105521000,Labrador,Region I (Ilocos Region),Pangasinan,Mun
0105548000,Laoac,Region I (Ilocos Region),Pangasinan,Mun
0105522000,Lingayen,Region I (Ilocos Region),Pangasinan,Mun
0105523000,Mabini,Region I (Ilocos Region),Pangasinan,Mun
0105524000,Malasiqui,Region I (Ilocos Region),Pangasinan,Mun
0105525000,Manaoag,Region I (Ilocos Region),Pangasinan,Mun
0105526000,Mangaldan,Region I (Ilocos Region),Pangasinan,Mun
0105527000,Mangatarem,Region I (Ilocos Region),Pangasinan,Mun
0105528000,Mapandan,Region I (Ilocos Region),Pangasinan,Mun
0105529000,Natividad,Region I (Ilocos Region),Pangasinan,Mun
0105530000,Pozorrubio,Region I (Ilocos Region),Pangasinan,Mun
0105531000,Rosales,Region I (Ilocos Region),Pangasinan,Mun
0105532000,City of San Carlos,Region I (Ilocos Region),Pangasinan,City
0105533000,San Fabian,Region I (Ilocos Region),Pangasinan,Mun
0105534000,San Jacinto,Region I (Ilocos Region),Pangasinan,Mun
0105535000,San Manuel,Region I (Ilocos Region),Pangasinan,Mun
0105536000,San Nicolas,Region I (Ilocos Region),Pangasinan,Mun
0105537000,San Quintin,Region I (Ilocos Region),Pangasinan,Mun
0105538000,Santa Barbara,Region I (Ilocos Region),Pangasinan,Mun
0105539000,Santa Maria,Region I (Ilocos Region),Pangasinan,Mun
0105540000,Santo Tomas,Region I (Ilocos Region),Pangasinan,Mun
0105541000,Sison,Region I (Ilocos Region),Pangasinan,Mun
0105542000,Sual,Region I (Ilocos Region),Pangasinan,Mun
0105543000,Tayug,Region I (Ilocos Region),Pangasinan,Mun
0105544000,Umingan,Region I (Ilocos Region),Pangasinan,Mun
0105545000,Urbiztondo,Region I (Ilocos Region),Pangasinan,Mun
0105546000,City of Urdaneta,Region I (Ilocos Region),Pangasinan,City
0105547000,Villasis,Region I (Ilocos Region),Pangasinan,Mun
0200901000,Basco,Region II (Cagayan Valley),Batanes,Mun
0200902000,Itbayat,Region II (Cagayan Valley),Batanes,Mun
0200903000,Ivana,Region II (Cagayan Valley),Batanes,Mun
0200904000,Mahatao,Region II (Cagayan Valley),Batanes,Mun
0200905000,Sabtang,Region II (Cagayan Valley),Batanes,Mun
0200906000,Uyugan,Region II (Cagayan Valley),Batanes,Mun
0201501000,Abulug,Region II (Cagayan Valley),Cagayan,Mun
0201502000,Alcala,Region II (Cagayan Valley),Cagayan,Mun
0201503000,Allacapan,Region II (Cagayan Valley),Cagayan,Mun
0201504000,Amulung,Region II (Cagayan Valley),Cagayan,Mun
0201505000,Aparri,Region II (Cagayan Valley),Cagayan,Mun
0201506000,Baggao,Region II (Cagayan Valley),Cagayan,Mun
0201507000,Ballesteros,Region II (Cagayan Valley),Cagayan,Mun
0201508000,Buguey,Region II (Cagayan Valley),Cagayan,Mun
0201509000,Calayan,Region II (Cagayan Valley),Cagayan,Mun
0201510000,Camalaniugan,Region II (Cagayan Valley),Cagayan,Mun
0201511000,Claveria,Region II (Cagayan Valley),Cagayan,Mun
0201512000,Enrile,Region II (Cagayan Valley),Cagayan,Mun
0201513000,Gattaran,Region II (Cagayan Valley),Cagayan,Mun
0201514000,Gonzaga,Region II (Cagayan Valley),Cagayan,Mun
0201515000,Iguig,Region II (Cagayan Valley),Cagayan,Mun
0201516000,Lal-Lo,Region II (Cagayan Valley),Cagayan,Mun
0201517000,Lasam,Region II (Cagayan Valley),Cagayan,Mun
0201518000,Pamplona,Region II (Cagayan Valley),Cagayan,Mun
0201519000,Pe̱ablanca,Region II (Cagayan Valley),Cagayan,Mun
0201520000,Piat,Region II (Cagayan Valley),Cagayan,Mun
0201521000,Rizal,Region II (Cagayan Valley),Cagayan,Mun
0201522000,Sanchez-Mira,Region II (Cagayan Valley),Cagayan,Mun
0201523000,Santa Ana,Region II (Cagayan Valley),Cagayan,Mun
0201524000,Santa Praxedes,Region II (Cagayan Valley),Cagayan,Mun
0201525000,Santa Teresita,Region II (Cagayan Valley),Cagayan,Mun
0201526000,Santo Ni̱o,Region II (Cagayan Valley),Cagayan,Mun
0201527000,Solana,Region II (Cagayan Valley),Cagayan,Mun
0201528000,Tuao,Region II (Cagayan Valley),Cagayan,Mun
0201529000,Tuguegarao City,Region II (Cagayan Valley),Cagayan,City
0203101000,Alicia,Region II (Cagayan Valley),Isabela,Mun
0203102000,Angadanan,Region II (Cagayan Valley),Isabela,Mun
0203103000,Aurora,Region II (Cagayan Valley),Isabela,Mun
0203104000,Benito Soliven,Region II (Cagayan Valley),Isabela,Mun
0203105000,Burgos,Region II (Cagayan Valley),Isabela,Mun
0203106000,Cabagan,Region II (Cagayan Valley),Isabela,Mun
0203107000,Cabatuan,Region II (Cagayan Valley),Isabela,Mun
0203108000,City of Cauayan,Region II (Cagayan Valley),Isabela,City
0203109000,Cordon,Region II (Cagayan Valley),Isabela,Mun
0203118000,Delfin Albano,Region II (Cagayan Valley),Isabela,Mun
0203110000,Dinapigue,Region II (Cagayan Valley),Isabela,Mun
0203111000,Divilacan,Region II (Cagayan Valley),Isabela,Mun
0203112000,Echague,Region II (Cagayan Valley),Isabela,Mun
0203113000,Gamu,Region II (Cagayan Valley),Isabela,Mun
0203114000,City of Ilagan,Region II (Cagayan Valley),Isabela,City
0203115000,Jones,Region II (Cagayan Valley),Isabela,Mun
0203116000,Luna,Region II (Cagayan Valley),Isabela,Mun
0203117000,Maconacon,Region II (Cagayan Valley),Isabela,Mun
0203119000,Mallig,Region II (Cagayan Valley),Isabela,Mun
0203120000,Naguilian,Region II (Cagayan Valley),Isabela,Mun
0203121000,Palanan,Region II (Cagayan Valley),Isabela,Mun
0203122000,Quezon,Region II (Cagayan Valley),Isabela,Mun
0203123000,Quirino,Region II (Cagayan Valley),Isabela,Mun
0203124000,Ramon,Region II (Cagayan Valley),Isabela,Mun
0203125000,Reina Mercedes,Region II (Cagayan Valley),Isabela,Mun
0203126000,Roxas,Region II (Cagayan Valley),Isabela,Mun
0203127000,San Agustin,Region II (Cagayan Valley),Isabela,Mun
0203128000,San Guillermo,Region II (Cagayan Valley),Isabela,Mun
0203129000,San Isidro,Region II (Cagayan Valley),Isabela,Mun
0203130000,San Manuel,Region II (Cagayan Valley),Isabela,Mun
0203131000,San Mariano,Region II (Cagayan Valley),Isabela,Mun
0203132000,San Mateo,Region II (Cagayan Valley),Isabela,Mun
0203133000,San Pablo,Region II (Cagayan Valley),Isabela,Mun
0203134000,Santa Maria,Region II (Cagayan Valley),Isabela,Mun
0203135000,City of Santiago,Region II (Cagayan Valley),Isabela,City
0203136000,Santo Tomas,Region II (Cagayan Valley),Isabela,Mun
0203137000,Tumauini,Region II (Cagayan Valley),Isabela,Mun
0205015000,Alfonso Castaneda,Region II (Cagayan Valley),Nueva Vizcaya,Mun
0205001000,Ambaguio,Region II (Cagayan Valley),Nueva Vizcaya,Mun
0205002000,Aritao,Region II (Cagayan Valley),Nueva Vizcaya,Mun
0205003000,Bagabag,Region II (Cagayan Valley),Nueva Vizcaya,Mun
0205004000,Bambang,Region II (Cagayan Valley),Nueva Vizcaya,Mun
0205005000,Bayombong,Region II (Cagayan Valley),Nueva Vizcaya,Mun
0205006000,Diadi,Region II (Cagayan Valley),Nueva Vizcaya,Mun
0205007000,Dupax del Norte,Region II (Cagayan Valley),Nueva Vizcaya,Mun
0205008000,Dupax del Sur,Region II (Cagayan Valley),Nueva Vizcaya,Mun
0205009000,Kasibu,Region II (Cagayan Valley),Nueva Vizcaya,Mun
0205010000,Kayapa,Region II (Cagayan Valley),Nueva Vizcaya,Mun
0205011000,Quezon,Region II (Cagayan Valley),Nueva Vizcaya,Mun
0205012000,Santa Fe,Region II (Cagayan Valley),Nueva Vizcaya,Mun
0205013000,Solano,Region II (Cagayan Valley),Nueva Vizcaya,Mun
0205014000,Villaverde,Region II (Cagayan Valley),Nueva Vizcaya,Mun
0205701000,Aglipay,Region II (Cagayan Valley),Quirino,Mun
0205702000,Cabarroguis,Region II (Cagayan Valley),Quirino,Mun
0205703000,Diffun,Region II (Cagayan Valley),Quirino,Mun
0205704000,Maddela,Region II (Cagayan Valley),Quirino,Mun
0205706000,Nagtipunan,Region II (Cagayan Valley),Quirino,Mun
0205705000,Saguday,Region II (Cagayan Valley),Quirino,Mun
0307701000,Baler,Region III (Central Luzon),Aurora,Mun
0307702000,Casiguran,Region III (Central Luzon),Aurora,Mun
0307703000,Dilasag,Region III (Central Luzon),Aurora,Mun
0307704000,Dinalungan,Region III (Central Luzon),Aurora,Mun
0307705000,Dingalan,Region III (Central Luzon),Aurora,Mun
0307706000,Dipaculao,Region III (Central Luzon),Aurora,Mun
0307707000,Maria Aurora,Region III (Central Luzon),Aurora,Mun
0307708000,San Luis,Region III (Central Luzon),Aurora,Mun
0300801000,Abucay,Region III (Central Luzon),Bataan,Mun
0300802000,Bagac,Region III (Central Luzon),Bataan,Mun
0300803000,City of Balanga,Region III (Central Luzon),Bataan,City
0300804000,Dinalupihan,Region III (Central Luzon),Bataan,Mun
0300805000,Hermosa,Region III (Central Luzon),Bataan,Mun
0300806000,Limay,Region III (Central Luzon),Bataan,Mun
0300807000,Mariveles,Region III (Central Luzon),Bataan,Mun
0300808000,Morong,Region III (Central Luzon),Bataan,Mun
0300809000,Orani,Region III (Central Luzon),Bataan,Mun
0300810000,Orion,Region III (Central Luzon),Bataan,Mun
0300811000,Pilar,Region III (Central Luzon),Bataan,Mun
0300812000,Samal,Region III (Central Luzon),Bataan,Mun
0301401000,Angat,Region III (Central Luzon),Bulacan,Mun
0301402000,Balagtas,Region III (Central Luzon),Bulacan,Mun
0301403000,City of Baliwag,Region III (Central Luzon),Bulacan,City
0301404000,Bocaue,Region III (Central Luzon),Bulacan,Mun
0301405000,Bulacan,Region III (Central Luzon),Bulacan,Mun
0301406000,Bustos,Region III (Central Luzon),Bulacan,Mun
0301407000,Calumpit,Region III (Central Luzon),Bulacan,Mun
0301424000,Do̱a Remedios Trinidad,Region III (Central Luzon),Bulacan,Mun
0301408000,Guiguinto,Region III (Central Luzon),Bulacan,Mun
0301409000,Hagonoy,Region III (Central Luzon),Bulacan,Mun
0301410000,City of Malolos,Region III (Central Luzon),Bulacan,City
0301411000,Marilao,Region III (Central Luzon),Bulacan,Mun
0301412000,City of Meycauayan,Region III (Central Luzon),Bulacan,City
0301413000,Norzagaray,Region III (Central Luzon),Bulacan,Mun
0301414000,Obando,Region III (Central Luzon),Bulacan,Mun
0301415000,Pandi,Region III (Central Luzon),Bulacan,Mun
0301416000,Paombong,Region III (Central Luzon),Bulacan,Mun
0301417000,Plaridel,Region III (Central Luzon),Bulacan,Mun
0301418000,Pulilan,Region III (Central Luzon),Bulacan,Mun
0301419000,San Ildefonso,Region III (Central Luzon),Bulacan,Mun
0301420000,City of San Jose Del Monte,Region III (Central Luzon),Bulacan,City
0301421000,San Miguel,Region III (Central Luzon),Bulacan,Mun
0301422000,San Rafael,Region III (Central Luzon),Bulacan,Mun
0301423000,Santa Maria,Region III (Central Luzon),Bulacan,Mun
0304901000,Aliaga,Region III (Central Luzon),Nueva Ecija,Mun
0304902000,Bongabon,Region III (Central Luzon),Nueva Ecija,Mun
0304903000,City of Cabanatuan,Region III (Central Luzon),Nueva Ecija,City
0304904000,Cabiao,Region III (Central Luzon),Nueva Ecija,Mun
0304905000,Carranglan,Region III (Central Luzon),Nueva Ecija,Mun
0304906000,Cuyapo,Region III (Central Luzon),Nueva Ecija,Mun
0304907000,Gabaldon,Region III (Central Luzon),Nueva Ecija,Mun
0304908000,City of Gapan,Region III (Central Luzon),Nueva Ecija,City
0304909000,General Mamerto Natividad,Region III (Central Luzon),Nueva Ecija,Mun
0304910000,General Tinio,Region III (Central Luzon),Nueva Ecija,Mun
0304911000,Guimba,Region III (Central Luzon),Nueva Ecija,Mun
0304912000,Jaen,Region III (Central Luzon),Nueva Ecija,Mun
0304913000,Laur,Region III (Central Luzon),Nueva Ecija,Mun
0304914000,Licab,Region III (Central Luzon),Nueva Ecija,Mun
0304915000,Llanera,Region III (Central Luzon),Nueva Ecija,Mun
0304916000,Lupao,Region III (Central Luzon),Nueva Ecija,Mun
0304918000,Nampicuan,Region III (Central Luzon),Nueva Ecija,Mun
0304919000,City of Palayan,Region III (Central Luzon),Nueva Ecija,City
0304920000,Pantabangan,Region III (Central Luzon),Nueva Ecija,Mun
0304921000,Pe̱aranda,Region III (Central Luzon),Nueva Ecija,Mun
0304922000,Quezon,Region III (Central Luzon),Nueva Ecija,Mun
0304923000,Rizal,Region III (Central Luzon),Nueva Ecija,Mun
0304924000,San Antonio,Region III (Central Luzon),Nueva Ecija,Mun
0304925000,San Isidro,Region III (Central Luzon),Nueva Ecija,Mun
0304926000,San Jose City,Region III (Central Luzon),Nueva Ecija,City
0304927000,San Leonardo,Region III (Central Luzon),Nueva Ecija,Mun
0304928000,Santa Rosa,Region III (Central Luzon),Nueva Ecija,Mun
0304929000,Santo Domingo,Region III (Central Luzon),Nueva Ecija,Mun
0304917000,Science City of Mu̱oz,Region III (Central Luzon),Nueva Ecija,City
0304930000,Talavera,Region III (Central Luzon),Nueva Ecija,Mun
0304931000,Talugtug,Region III (Central Luzon),Nueva Ecija,Mun
0304932000,Zaragoza,Region III (Central Luzon),Nueva Ecija,Mun
0330100000,City of Angeles,Region III (Central Luzon),Pampanga,City
0305402000,Apalit,Region III (Central Luzon),Pampanga,Mun
0305403000,Arayat,Region III (Central Luzon),Pampanga,Mun
0305404000,Bacolor,Region III (Central Luzon),Pampanga,Mun
0305405000,Candaba,Region III (Central Luzon),Pampanga,Mun
0305406000,Floridablanca,Region III (Central Luzon),Pampanga,Mun
0305407000,Guagua,Region III (Central Luzon),Pampanga,Mun
0305408000,Lubao,Region III (Central Luzon),Pampanga,Mun
0305409000,Mabalacat City,Region III (Central Luzon),Pampanga,City
0305410000,Macabebe,Region III (Central Luzon),Pampanga,Mun
0305411000,Magalang,Region III (Central Luzon),Pampanga,Mun
0305412000,Masantol,Region III (Central Luzon),Pampanga,Mun
0305413000,Mexico,Region III (Central Luzon),Pampanga,Mun
0305414000,Minalin,Region III (Central Luzon),Pampanga,Mun
0305415000,Porac,Region III (Central Luzon),Pampanga,Mun
0305416000,City of San Fernando,Region III (Central Luzon),Pampanga,City
0305417000,San Luis,Region III (Central Luzon),Pampanga,Mun
0305418000,San Simon,Region III (Central Luzon),Pampanga,Mun
0305419000,Santa Ana,Region III (Central Luzon),Pampanga,Mun
0305420000,Santa Rita,Region III (Central Luzon),Pampanga,Mun
0305422000,Sasmuan,Region III (Central Luzon),Pampanga,Mun
0305421000,Sto. Tomas,Region III (Central Luzon),Pampanga,Mun
0306901000,Anao,Region III (Central Luzon),Tarlac,Mun
0306902000,Bamban,Region III (Central Luzon),Tarlac,Mun
0306903000,Camiling,Region III (Central Luzon),Tarlac,Mun
0306904000,Capas,Region III (Central Luzon),Tarlac,Mun
0306905000,Concepcion,Region III (Central Luzon),Tarlac,Mun
0306906000,Gerona,Region III (Central Luzon),Tarlac,Mun
0306907000,La Paz,Region III (Central Luzon),Tarlac,Mun
0306908000,Mayantoc,Region III (Central Luzon),Tarlac,Mun
0306909000,Moncada,Region III (Central Luzon),Tarlac,Mun
0306910000,Paniqui,Region III (Central Luzon),Tarlac,Mun
0306911000,Pura,Region III (Central Luzon),Tarlac,Mun
0306912000,Ramos,Region III (Central Luzon),Tarlac,Mun
0306913000,San Clemente,Region III (Central Luzon),Tarlac,Mun
0306918000,San Jose,Region III (Central Luzon),Tarlac,Mun
0306914000,San Manuel,Region III (Central Luzon),Tarlac,Mun
0306915000,Santa Ignacia,Region III (Central Luzon),Tarlac,Mun
0306916000,City of Tarlac,Region III (Central Luzon),Tarlac,City
0306917000,Victoria,Region III (Central Luzon),Tarlac,Mun
0307101000,Botolan,Region III (Central Luzon),Zambales,Mun
0307102000,Cabangan,Region III (Central Luzon),Zambales,Mun
0307103000,Candelaria,Region III (Central Luzon),Zambales,Mun
0307104000,Castillejos,Region III (Central Luzon),Zambales,Mun
0307105000,Iba,Region III (Central Luzon),Zambales,Mun
0307106000,Masinloc,Region III (Central Luzon),Zambales,Mun
0331400000,City of Olongapo,Region III (Central Luzon),Zambales,City
0307108000,Palauig,Region III (Central Luzon),Zambales,Mun
0307109000,San Antonio,Region III (Central Luzon),Zambales,Mun
0307110000,San Felipe,Region III (Central Luzon),Zambales,Mun
0307111000,San Marcelino,Region III (Central Luzon),Zambales,Mun
0307112000,San Narciso,Region III (Central Luzon),Zambales,Mun
0307113000,Santa Cruz,Region III (Central Luzon),Zambales,Mun
0307114000,Subic,Region III (Central Luzon),Zambales,Mun
0401001000,Agoncillo,Region IV-A (CALABARZON),Batangas,Mun
0401002000,Alitagtag,Region IV-A (CALABARZON),Batangas,Mun
0401003000,Balayan,Region IV-A (CALABARZON),Batangas,Mun
0401004000,Balete,Region IV-A (CALABARZON),Batangas,Mun
0401005000,Batangas City,Region IV-A (CALABARZON),Batangas,City
0401006000,Bauan,Region IV-A (CALABARZON),Batangas,Mun
0401007000,City of Calaca,Region IV-A (CALABARZON),Batangas,City
0401008000,Calatagan,Region IV-A (CALABARZON),Batangas,Mun
0401009000,Cuenca,Region IV-A (CALABARZON),Batangas,Mun
0401010000,Ibaan,Region IV-A (CALABARZON),Batangas,Mun
0401011000,Laurel,Region IV-A (CALABARZON),Batangas,Mun
0401012000,Lemery,Region IV-A (CALABARZON),Batangas,Mun
0401013000,Lian,Region IV-A (CALABARZON),Batangas,Mun
0401014000,City of Lipa,Region IV-A (CALABARZON),Batangas,City
0401015000,Lobo,Region IV-A (CALABARZON),Batangas,Mun
0401016000,Mabini,Region IV-A (CALABARZON),Batangas,Mun
0401017000,Malvar,Region IV-A (CALABARZON),Batangas,Mun
0401018000,Mataasnakahoy,Region IV-A (CALABARZON),Batangas,Mun
0401019000,Nasugbu,Region IV-A (CALABARZON),Batangas,Mun
0401020000,Padre Garcia,Region IV-A (CALABARZON),Batangas,Mun
0401021000,Rosario,Region IV-A (CALABARZON),Batangas,Mun
0401022000,San Jose,Region IV-A (CALABARZON),Batangas,Mun
0401023000,San Juan,Region IV-A (CALABARZON),Batangas,Mun
0401024000,San Luis,Region IV-A (CALABARZON),Batangas,Mun
0401025000,San Nicolas,Region IV-A (CALABARZON),Batangas,Mun
0401026000,San Pascual,Region IV-A (CALABARZON),Batangas,Mun
0401027000,Santa Teresita,Region IV-A (CALABARZON),Batangas,Mun
0401028000,City of Sto. Tomas,Region IV-A (CALABARZON),Batangas,City
0401029000,Taal,Region IV-A (CALABARZON),Batangas,Mun
0401030000,Talisay,Region IV-A (CALABARZON),Batangas,Mun
0401031000,City of Tanauan,Region IV-A (CALABARZON),Batangas,City
0401032000,Taysan,Region IV-A (CALABARZON),Batangas,Mun
0401033000,Tingloy,Region IV-A (CALABARZON),Batangas,Mun
0401034000,Tuy,Region IV-A (CALABARZON),Batangas,Mun
0402101000,Alfonso,Region IV-A (CALABARZON),Cavite,Mun
0402102000,Amadeo,Region IV-A (CALABARZON),Cavite,Mun
0402103000,City of Bacoor,Region IV-A (CALABARZON),Cavite,City
0402104000,Carmona,Region IV-A (CALABARZON),Cavite,Mun
0402105000,City of Cavite,Region IV-A (CALABARZON),Cavite,City
0402106000,City of Dasmari̱as,Region IV-A (CALABARZON),Cavite,City
0402123000,Gen. Mariano Alvarez,Region IV-A (CALABARZON),Cavite,Mun
0402107000,General Emilio Aguinaldo,Region IV-A (CALABARZON),Cavite,Mun
0402108000,City of General Trias,Region IV-A (CALABARZON),Cavite,City
0402109000,City of Imus,Region IV-A (CALABARZON),Cavite,City
0402110000,Indang,Region IV-A (CALABARZON),Cavite,Mun
0402111000,Kawit,Region IV-A (CALABARZON),Cavite,Mun
0402112000,Magallanes,Region IV-A (CALABARZON),Cavite,Mun
0402113000,Maragondon,Region IV-A (CALABARZON),Cavite,Mun
0402114000,Mendez,Region IV-A (CALABARZON),Cavite,Mun
0402115000,Naic,Region IV-A (CALABARZON),Cavite,Mun
0402116000,Noveleta,Region IV-A (CALABARZON),Cavite,Mun
0402117000,Rosario,Region IV-A (CALABARZON),Cavite,Mun
0402118000,Silang,Region IV-A (CALABARZON),Cavite,Mun
0402119000,City of Tagaytay,Region IV-A (CALABARZON),Cavite,City
0402120000,Tanza,Region IV-A (CALABARZON),Cavite,Mun
0402121000,Ternate,Region IV-A (CALABARZON),Cavite,Mun
0402122000,City of Trece Martires,Region IV-A (CALABARZON),Cavite,City
0403401000,Alaminos,Region IV-A (CALABARZON),Laguna,Mun
0403402000,Bay,Region IV-A (CALABARZON),Laguna,Mun
0403403000,City of Bi̱an,Region IV-A (CALABARZON),Laguna,City
0403404000,City of Cabuyao,Region IV-A (CALABARZON),Laguna,City
0403405000,City of Calamba,Region IV-A (CALABARZON),Laguna,City
0403406000,Calauan,Region IV-A (CALABARZON),Laguna,Mun
0403407000,Cavinti,Region IV-A (CALABARZON),Laguna,Mun
0403408000,Famy,Region IV-A (CALABARZON),Laguna,Mun
0403409000,Kalayaan,Region IV-A (CALABARZON),Laguna,Mun
0403410000,Liliw,Region IV-A (CALABARZON),Laguna,Mun
0403411000,Los Ba̱os,Region IV-A (CALABARZON),Laguna,Mun
0403412000,Luisiana,Region IV-A (CALABARZON),Laguna,Mun
0403413000,Lumban,Region IV-A (CALABARZON),Laguna,Mun
0403414000,Mabitac,Region IV-A (CALABARZON),Laguna,Mun
0403415000,Magdalena,Region IV-A (CALABARZON),Laguna,Mun
0403416000,Majayjay,Region IV-A (CALABARZON),Laguna,Mun
0403417000,Nagcarlan,Region IV-A (CALABARZON),Laguna,Mun
0403418000,Paete,Region IV-A (CALABARZON),Laguna,Mun
0403419000,Pagsanjan,Region IV-A (CALABARZON),Laguna,Mun
0403420000,Pakil,Region IV-A (CALABARZON),Laguna,Mun
0403421000,Pangil,Region IV-A (CALABARZON),Laguna,Mun
0403422000,Pila,Region IV-A (CALABARZON),Laguna,Mun
0403423000,Rizal,Region IV-A (CALABARZON),Laguna,Mun
0403424000,City of San Pablo,Region IV-A (CALABARZON),Laguna,City
0403425000,City of San Pedro,Region IV-A (CALABARZON),Laguna,City
0403426000,Santa Cruz,Region IV-A (CALABARZON),Laguna,Mun
0403427000,Santa Maria,Region IV-A (CALABARZON),Laguna,Mun
0403428000,City of Santa Rosa,Region IV-A (CALABARZON),Laguna,City
0403429000,Siniloan,Region IV-A (CALABARZON),Laguna,Mun
0403430000,Victoria,Region IV-A (CALABARZON),Laguna,Mun
0405601000,Agdangan,Region IV-A (CALABARZON),Quezon,Mun
0405602000,Alabat,Region IV-A (CALABARZON),Quezon,Mun
0405603000,Atimonan,Region IV-A (CALABARZON),Quezon,Mun
